STATION,STATION_NAME,DATE,EMXT,EMNT
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19911201,117,-189
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920101,72,-217
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920201,111,-167
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920301,172,-128
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920401,228,-89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920501,311,-39
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920601,333,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920701,322,89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920801,339,56
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19920901,278,-11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19921001,272,-78
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19921101,122,-100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19921201,39,-206
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930101,78,-233
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930201,83,-233
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930301,183,-194
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930401,233,-78
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930501,306,17
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930601,317,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930701,317,106
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930801,328,100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19930901,278,-22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19931001,278,-44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19931101,156,-89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19931201,89,-206
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940101,39,-328
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940201,100,-283
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940301,200,-100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940401,289,-72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940501,311,-11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940601,372,28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940701,333,100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940801,317,72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19940901,311,33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19941001,250,-11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19941101,156,-72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19941201,128,-183
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950101,50,-217
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950201,89,-206
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950301,239,-194
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950401,206,-100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950501,289,6
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950601,356,78
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950701,383,67
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950801,372,139
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19950901,300,-22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19951001,283,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19951101,139,-189
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19951201,89,-217
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960101,122,-294
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960201,133,-339
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960301,167,-211
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960401,244,-78
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960501,300,-11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960601,333,67
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960701,306,83
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960801,311,89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19960901,294,33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19961001,239,-33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19961101,156,-189
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19961201,56,-228
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970101,78,-239
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970201,106,-217
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970301,228,-156
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970401,233,-94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970501,228,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970601,322,67
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970701,339,72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970801,300,89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19970901,278,11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19971001,294,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19971101,139,-128
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19971201,72,-139
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980101,106,-217
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980201,150,-117
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980301,256,-156
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980401,244,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980501,306,44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980601,317,50
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980701,311,117
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980801,306,94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19980901,322,33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19981001,239,-39
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19981101,183,-61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19981201,167,-200
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990101,67,-289
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990201,161,-111
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990301,222,-161
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990401,239,-17
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990501,289,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990601,322,61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990701,361,117
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990801,306,83
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19990901,322,17
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19991001,256,-72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19991101,233,-106
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,19991201,128,-211
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000101,111,-217
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000201,178,-161
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000301,250,-94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000401,239,-56
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000501,278,11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000601,300,61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000701,300,94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000801,328,106
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20000901,333,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20001001,250,-33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20001101,233,-128
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20001201,17,-294
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010101,39,-222
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010201,72,-200
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010301,128,-100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010401,272,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010501,300,33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010601,317,56
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010701,350,61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010801,339,100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20010901,289,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20011001,261,-50
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20011101,194,-39
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20011201,178,-156
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020101,128,-172
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020201,167,-133
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020301,144,-222
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020401,306,-72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020501,283,-22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020601,339,61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020701,367,89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020801,339,94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20020901,322,11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20021001,239,-33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20021101,167,-117
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20021201,117,-167
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030101,122,-228
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030201,106,-211
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030301,222,-206
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030401,289,-122
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030501,250,-17
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030601,333,17
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030701,317,94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030801,344,100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20030901,317,-6
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20031001,261,-56
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20031101,183,-111
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20031201,100,-172
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040101,94,-250
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040201,128,-228
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040301,189,-122
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040401,278,-61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040501,289,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040601,311,61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040701,317,106
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040801,300,67
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20040901,294,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20041001,239,-22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20041101,183,-83
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20041201,133,-211
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050101,44,-233
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050201,100,-139
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050301,217,-156
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050401,272,-11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050501,272,-22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050601,339,78
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050701,344,78
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050801,339,83
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20050901,333,33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20051001,306,-44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20051101,183,-128
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20051201,67,-211
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060101,106,-139
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060201,117,-272
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060301,189,-133
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060401,289,-50
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060501,322,0
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060601,317,61
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060701,350,111
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060801,333,100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20060901,278,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20061001,283,-50
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20061101,206,-89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20061201,111,-156
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070101,94,-194
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070201,83,-267
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070301,261,-156
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070401,294,-72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070501,306,28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070601,322,83
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070701,333,94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070801,328,111
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20070901,317,0
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20071001,306,-17
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20071101,150,-106
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20071201,39,-233
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080101,100,-244
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080201,39,-261
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080301,106,-178
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080401,244,-56
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080501,278,0
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080601,300,100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080701,311,94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080801,311,89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20080901,333,44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20081001,283,-39
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20081101,222,-111
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20081201,94,-233
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090101,39,-283
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090201,122,-206
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090301,217,-156
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090401,278,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090501,283,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090601,344,44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090701,278,83
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090801,306,44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20090901,289,11
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20091001,211,-33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20091101,217,-44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20091201,100,-194
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100101,33,-239
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100201,33,-189
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100301,239,-128
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100401,272,-39
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100501,328,-6
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100601,300,100
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100701,322,150
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100801,333,89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20100901,300,17
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20101001,294,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20101101,200,-89
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20101201,89,-233
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110101,17,-261
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110201,111,-250
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110301,156,-106
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110401,272,-33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110501,311,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110601,356,72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110701,361,117
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110801,333,94
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20110901,333,22
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20111001,278,-28
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20111101,172,-72
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20111201,111,-128
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120101,117,-222
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120201,94,-144
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120301,283,-122
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120401,228,-33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120501,344,33
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120601,361,67
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120701,400,128
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120801,333,67
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20120901,339,0
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20121001,244,-50
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20121101,189,-117
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20121201,183,-161
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130101,122,-217
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130201,72,-211
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130301,111,-194
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130401,300,-66
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130501,311,-5
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130601,311,50
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130701,339,106
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130801,339,78
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20130901,344,44
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20131001,261,-27
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20131101,144,-132
GHCND:USW00014837,MADISON DANE CO REGIONAL AIRPORT WI US,20131201,100,-255
